case_id,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by,stop_date_and_time
1687,Male,1988,22,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,106,Apr 26 2010  1:46PM
1688,Male,1974,36,Black,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Warning,No,0-15 Min,No        ,107,Apr 29 2010  9:45AM
1689,Male,1983,27,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,108,Apr 29 2010  8:50PM
1690,Female,1980,30,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Apr 30 2010 10:33AM
1691,Male,1950,60,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,100,May  3 2010  1:05PM
1692,Female,1990,20,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,101,May  6 2010 11:42PM
1693,Male,1986,24,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,May  7 2010  1:03AM
1694,Male,1983,27,White,Call for Service,Other,Yes       ,Inventory,Probable Cause,Arrest Driver,Yes,16-30 Min,No        ,103,May  8 2010 11:31PM
1695,Male,1989,21,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,104,May 10 2010  9:53AM
1696,Male,1985,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,105,May 11 2010  2:20PM
1697,Male,1965,45,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,May 12 2010  2:16AM
1698,Male,1989,21,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,16-30 Min,Yes       ,107,May 16 2010  1:54PM
1699,Female,1982,28,Black,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,108,May 19 2010 10:49AM
1700,Male,1972,38,Black,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,N/D,No,0-15 Min,No        ,109,May 21 2010 12:38AM
1701,Male,1982,28,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,100,May 21 2010 11:49AM
1702,Female,1978,32,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,101,May 23 2010  1:04PM
1703,Male,1985,25,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,Yes       ,102,May 23 2010  4:11PM
1704,Male,1965,45,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,103,May 28 2010  2:19AM
1705,Female,1988,22,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,104,May 28 2010  1:25PM
1706,Male,1987,23,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,May 28 2010  8:12PM
1707,Male,1979,31,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,106,May 29 2010 11:42PM
1708,Female,1985,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,107,May 30 2010  3:44AM
1709,Male,1979,31,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,May 30 2010  6:45AM
1710,Male,1959,51,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Protective Frisk,Citation,No,30+ Min,Yes       ,109,Jun  1 2010 11:12PM
1711,Male,1977,33,Asian,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,100,Jun  2 2010  1:08AM
1712,Male,1985,25,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,101,Jun  2 2010  2:11AM
1713,Male,1976,34,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Jun  2 2010  5:30PM
1714,Male,1981,29,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Jun  6 2010 12:19AM
1715,Male,1985,25,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,104,Jun 10 2010 11:20PM
1716,Male,1978,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,105,Jun 11 2010  2:24AM
1717,Male,1988,22,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,16-30 Min,No        ,106,Jun 11 2010 11:22AM
1718,Male,1991,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Jun 11 2010 11:28PM
1719,Female,1987,23,White,Suspicious Person,Other,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,108,Jun 13 2010 12:41PM
1720,Male,1962,48,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,109,Jun 15 2010  8:30AM
1721,Male,1986,24,White,Warrant,Other,Yes       ,Incident to Arrest,No Action,No,30+ Min,No        ,100,Jun 15 2010  1:11PM
1722,Male,1974,36,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Citation,No,30+ Min,No        ,101,Jun 16 2010 12:03AM
1723,Male,1958,52,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Jun 16 2010  5:48PM
1724,Male,1987,23,Black,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Jun 17 2010 12:46AM
1725,Male,1958,52,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,104,Jun 17 2010  5:11PM
1726,Male,1990,20,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,105,Jun 19 2010  7:10PM
1727,Male,1966,44,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Jun 20 2010  9:37PM
1728,Male,1988,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,107,Jun 22 2010 10:32PM
1729,Male,1962,48,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,108,Jun 24 2010 10:26AM
1730,Female,1983,27,White,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,Yes       ,109,Jun 25 2010  9:36PM
1731,Male,1988,22,Asian,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,100,Jun 26 2010  2:21PM
1732,Male,1988,22,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,101,Jun 27 2010  2:08PM
1733,Male,1961,49,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Warning,No,16-30 Min,No        ,102,Jun 27 2010 10:24PM
1734,Male,1966,44,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,103,Jun 28 2010  8:00AM
1735,Male,1966,44,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,104,Jun 29 2010 10:18PM
1736,Male,1982,28,Black,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,105,Jul  1 2010  1:21AM
1737,Male,1961,49,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Jul  1 2010  5:15PM
1738,Male,1979,31,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,107,Jul  5 2010 10:25PM
1739,Male,1989,21,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,108,Jul  5 2010 11:43PM
1740,Male,1983,27,Asian,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,Citation,No,16-30 Min,Yes       ,109,Jul  5 2010 11:59PM
1741,Male,1988,22,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,100,Jul  6 2010 12:22AM
1742,Male,1982,28,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,Jul  7 2010 12:21PM
1743,Male,1990,20,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,Yes       ,102,Jul  7 2010 10:32PM
1744,Male,1987,23,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Jul  9 2010  8:17PM
1745,Male,1988,22,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,104,Jul 10 2010 10:15AM
1746,Male,1951,59,Black,Registration Violation,Registration/plates,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,105,Jul 11 2010 12:45AM
1747,Male,1988,22,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,106,Jul 11 2010  3:48PM
1748,Male,1983,27,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,107,Jul 16 2010 12:40PM
1749,Male,1983,27,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,Jul 17 2010  3:18AM
1750,Male,1990,20,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,109,Jul 18 2010 12:20AM
1751,Male,1980,30,Asian,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,Yes       ,100,Jul 19 2010  6:17PM
1752,Male,1985,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,101,Jul 20 2010 12:01AM
1753,Male,1976,34,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,102,Jul 21 2010  9:31AM
1754,Male,1967,43,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,No Action,No,0-15 Min,No        ,103,Jul 22 2010  6:58AM
1755,Male,1989,21,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,104,Jul 22 2010  3:03PM
1756,Male,1960,50,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Reasonable Suspicion,Citation,No,0-15 Min,No        ,105,Jul 24 2010  1:05AM
1757,Male,1979,31,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,106,Jul 25 2010  7:45AM
1758,Male,1991,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Jul 25 2010  6:42PM
1759,Female,1986,24,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Warning,No,16-30 Min,No        ,108,Jul 28 2010 12:00AM
1760,Male,1983,27,Black,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,109,Jul 28 2010  2:25AM
1761,Male,1989,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,100,Jul 30 2010  1:30AM
1762,Female,1986,24,White,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,101,Jul 30 2010  9:20AM
1763,Male,1966,44,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,102,Aug  1 2010 12:37AM
1764,Male,1975,35,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,103,Aug  1 2010  1:25AM
1765,Male,1987,23,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,Aug  2 2010 12:03AM
1766,Male,1983,27,Hispanic,Violation of City/Town Ordinance,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,105,Aug  2 2010  9:20AM
1767,Female,1964,46,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,106,Aug  2 2010 10:35AM
1768,Male,1966,44,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,0-15 Min,No        ,107,Aug  3 2010 10:25AM
1769,Female,1990,20,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,108,Aug  4 2010 12:46AM
1770,Male,1967,43,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,109,Aug  4 2010  6:23AM
1771,Male,1965,45,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,100,Aug  4 2010  1:15PM
1772,Male,1957,53,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,101,Aug  7 2010 10:40AM
1773,Male,1985,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,Aug  7 2010  9:48PM
1774,Male,1989,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,103,Aug  8 2010  9:01AM
1775,Male,1971,39,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,104,Aug  8 2010 10:49AM
1776,Male,1990,20,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,105,Aug  8 2010  2:56PM
1777,Male,1990,20,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,106,Aug  8 2010  8:05PM
1778,Female,1970,40,Black,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,30+ Min,No        ,107,Aug 10 2010  2:44PM
1779,Female,1984,26,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,108,Aug 13 2010  2:19AM
1780,Male,1983,27,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,109,Aug 14 2010 12:44AM
1781,Female,1973,37,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,100,Aug 15 2010  9:59AM
1782,Male,1966,44,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,101,Aug 15 2010 10:43AM
1783,Male,1987,23,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,0-15 Min,Yes       ,102,Aug 15 2010 11:47PM
1784,Male,1988,22,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,103,Aug 17 2010 12:23AM
1785,Male,1988,22,Black,APB,Other,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,16-30 Min,No        ,104,Aug 21 2010  1:34PM
1786,Male,1986,24,White,Speeding,Speeding,Yes       ,Inventory,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,105,Aug 22 2010  1:12AM
1787,Male,1989,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Aug 22 2010  3:03AM
1788,Female,1969,41,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,107,Aug 24 2010 10:45AM
1789,Female,1988,22,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,108,Aug 25 2010  3:58PM
1790,Male,1991,19,White,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Warning,No,16-30 Min,No        ,109,Aug 25 2010  4:20PM
1791,Male,1990,20,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Aug 26 2010  1:31PM
1792,Male,1992,18,White,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Citation,No,16-30 Min,Yes       ,101,Aug 29 2010 12:02AM
1793,Male,1992,18,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,102,Sep  1 2010  1:13AM
1794,Male,1974,36,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,103,Sep  2 2010  7:39AM
1795,Male,1971,39,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,104,Sep  3 2010  7:17AM
1796,Male,1971,39,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,105,Sep  4 2010  9:13PM
1797,Female,1973,37,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Sep  6 2010  9:35AM
1798,Male,1978,32,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,107,Sep  7 2010 10:07AM
1799,Female,1971,39,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Warning,No,30+ Min,No        ,108,Sep  7 2010  1:33PM
1800,Male,1984,26,Hispanic,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,109,Sep 12 2010  2:39PM
1801,Male,1979,31,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,100,Sep 13 2010  9:52PM
1802,Female,1992,18,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,101,Sep 14 2010 11:58PM
1803,Female,1970,40,Hispanic,Special Detail/Directed Patrol,Other,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,102,Sep 15 2010  3:37AM
1804,Female,1983,27,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Probable Cause,Arrest Passenger,Yes,30+ Min,Yes       ,103,Sep 16 2010 12:11AM
1805,Male,1960,50,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,104,Sep 18 2010  2:12AM
1806,Male,1986,24,Hispanic,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,30+ Min,No        ,105,Sep 18 2010 11:34AM
1807,Male,1991,19,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Sep 19 2010 10:20AM
1808,Male,1988,22,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,107,Sep 19 2010  2:30PM
1809,Male,1986,24,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes       ,108,Sep 21 2010 12:38AM
1810,Female,1989,21,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,109,Sep 23 2010  3:11AM
1811,Male,1951,59,White,Call for Service,Other,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Sep 28 2010  3:10PM
1812,Male,1989,21,Asian,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,101,Sep 29 2010  8:36PM
1813,Male,1991,19,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,Yes       ,102,Oct  3 2010 10:27PM
1814,Male,1980,30,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,103,Oct  5 2010  1:01PM
1815,Male,1979,31,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,Yes       ,104,Oct  5 2010 10:45PM
1816,Male,1989,21,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,105,Oct  7 2010  9:19AM
1817,Male,1991,19,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Passenger,Yes,30+ Min,No        ,106,Oct  8 2010 12:19AM
1818,Male,1994,16,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,107,Oct 10 2010  8:10PM
1819,Male,1985,25,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,108,Oct 13 2010  1:59PM
1820,Male,1988,22,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,109,Oct 16 2010 12:33AM
1821,Male,1970,40,Hispanic,Special Detail/Directed Patrol,Other,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,100,Oct 16 2010  5:14PM
1822,Male,1989,21,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,Yes       ,101,Oct 18 2010  2:00PM
1823,Male,1984,26,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,N/D,No,16-30 Min,Yes       ,102,Oct 18 2010  7:49PM
1824,Male,1974,36,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,0-15 Min,No        ,103,Oct 23 2010 11:36AM
1825,Male,1973,37,Black,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,30+ Min,No        ,104,Oct 24 2010  8:17AM
1826,Female,1962,48,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Oct 24 2010  1:18PM
1827,Male,1983,27,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Oct 24 2010 11:23PM
1828,Male,1978,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,16-30 Min,No        ,107,Oct 27 2010  2:16PM
1829,Male,1981,29,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,0-15 Min,No        ,108,Oct 28 2010 10:16AM
1830,Female,1981,29,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,109,Nov  2 2010  2:32AM
1831,Male,1992,18,White,Registration Violation,Registration/plates,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,100,Nov  2 2010 11:36PM
1832,Male,1981,29,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,101,Nov  2 2010 11:51PM
1833,Male,1990,20,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,102,Nov  3 2010  6:42AM
1834,Male,1983,27,Black,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,103,Nov  4 2010  2:55AM
1835,Male,1986,24,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,104,Nov  5 2010  4:29PM
1836,Male,1987,23,Black,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,105,Nov  5 2010  4:55PM
1837,Female,1992,18,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Nov 10 2010  1:24AM
1838,Male,1972,38,Black,Registration Violation,Registration/plates,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,107,Nov 10 2010 11:51AM
1839,Male,1991,19,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,108,Nov 10 2010 12:36PM
1840,Male,1984,26,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Nov 11 2010  8:09AM
1841,Male,1981,29,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,100,Nov 16 2010  9:55AM
1842,Male,1959,51,Black,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,0-15 Min,No        ,101,Nov 16 2010 12:00PM
1843,Male,1976,34,White,Special Detail/Directed Patrol,Other,Yes       ,Incident to Arrest,Citation,No,30+ Min,Yes       ,102,Nov 16 2010  3:14PM
1844,Male,1981,29,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,103,Nov 16 2010  6:20PM
1845,Male,1987,23,Black,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,104,Nov 17 2010  5:27PM
1846,Male,1984,26,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,105,Nov 17 2010 11:18PM
1847,Male,1985,25,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,106,Nov 24 2010 10:22AM
1848,Male,1957,53,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,107,Nov 25 2010 12:22AM
1849,Male,1993,17,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Nov 27 2010 12:56AM
1850,Male,1957,53,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,109,Nov 29 2010 10:19AM
1851,Male,1975,35,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,100,Nov 30 2010 12:10PM
1852,Male,1986,24,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Citation,No,30+ Min,Yes       ,101,Dec  1 2010  1:10AM
1853,Male,1970,40,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Dec  2 2010  8:37PM
1854,Male,1992,18,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,103,Dec  3 2010 11:56PM
1855,Male,1988,22,White,Speeding,Speeding,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,104,Dec  6 2010  1:42PM
1856,Male,1975,35,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,105,Dec  7 2010  7:10PM
1857,Male,1987,23,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Dec 10 2010 12:07AM
1858,Male,1956,54,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,No        ,107,Dec 28 2010  9:15PM
1859,Male,1990,20,Black,Special Detail/Directed Patrol,Other,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,108,Dec 29 2010  8:25AM
1860,Male,1961,49,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Dec 29 2010  6:05PM
1861,Male,1970,40,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Protective Frisk,Citation,No,16-30 Min,No        ,100,Dec 29 2010  9:36PM
1862,Male,1973,37,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,Dec 31 2010  9:01PM
