case_id,stop_date,stop_time,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by
1573,2010-01-01,00:39,Male,1981,29,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Citation,No,16-30 Min,Yes,102
1574,2010-01-02,13:31,Female,1954,56,Black,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Reasonable Suspicion",Warning,No,16-30 Min,No,103
1575,2010-01-04,10:29,Male,1986,24,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,0-15 Min,No,104
1576,2010-01-05,12:41,Male,1983,27,Hispanic,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory,Probable Cause",Arrest Driver,Yes,30+ Min,Yes,105
1577,2010-01-06,00:00,Male,1988,22,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Arrest Driver,Yes,30+ Min,No,106
1578,2010-01-08,11:39,Male,1990,20,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,107
1579,2010-01-08,16:56,Male,1945,65,White,Special Detail/Directed Patrol,Other,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,108
1580,2010-01-08,17:32,Male,1943,67,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,109
1581,2010-01-09,11:03,Male,1970,40,White,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory,Probable Cause",Citation,No,16-30 Min,Yes,100
1582,2010-01-10,00:51,Male,1979,31,Asian,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No,101
1583,2010-01-11,22:34,Male,1984,26,Black,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Citation,No,0-15 Min,No,102
1584,2010-01-11,22:52,Female,1973,37,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,103
1585,2010-01-13,00:16,Male,1990,20,White,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Probable Cause,Protective Frisk",Citation,No,30+ Min,Yes,104
1586,2010-01-13,10:28,Male,1967,43,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes,105
1587,2010-01-13,23:45,Male,1986,24,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,30+ Min,Yes,106
1588,2010-01-14,01:04,Male,1986,24,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,107
1589,2010-01-14,15:20,Male,1949,61,White,Special Detail/Directed Patrol,Other,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,108
1590,2010-01-14,23:00,Male,1986,24,White,Equipment/Inspection Violation,Equipment,Yes,Protective Frisk,Citation,No,30+ Min,Yes,109
1591,2010-01-15,09:46,Male,1959,51,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Passenger,Yes,30+ Min,No,100
1592,2010-01-15,13:35,Male,1982,28,White,Speeding,Speeding,Yes,"Incident to Arrest,Inventory,Probable Cause",Arrest Driver,Yes,30+ Min,Yes,101
1593,2010-01-15,16:06,Male,1991,19,Hispanic,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,No,102
1594,2010-01-16,05:37,Male,1979,31,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No,103
1595,2010-01-19,20:36,Male,1980,30,Black,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,30+ Min,No,104
1596,2010-01-22,16:13,Male,1968,42,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,105
1597,2010-01-23,09:27,Male,1983,27,White,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,16-30 Min,No,106
1598,2010-01-23,15:29,Female,1975,35,Hispanic,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Inventory",Citation,No,16-30 Min,Yes,107
1599,2010-01-25,01:13,Male,1982,28,White,Registration Violation,Registration/plates,Yes,"Probable Cause,Protective Frisk",Citation,No,16-30 Min,No,108
1600,2010-01-26,00:12,Male,1985,25,Hispanic,Speeding,Speeding,Yes,"Incident to Arrest,Probable Cause,Reasonable Suspicion",Citation,No,30+ Min,Yes,109
1601,2010-01-26,02:20,Male,1984,26,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,100
1602,2010-01-26,02:52,Male,1986,24,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,101
1603,2010-01-26,12:03,Male,1955,55,White,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,102
1604,2010-01-27,01:09,Male,1977,33,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,103
1605,2010-01-28,22:20,Male,1991,19,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,104
1606,2010-01-29,16:08,Male,1956,54,White,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,105
1607,2010-01-29,21:00,Male,1984,26,Hispanic,Motorist Assist/Courtesy,Other,Yes,"Incident to Arrest,Protective Frisk",Arrest Driver,Yes,30+ Min,No,106
1608,2010-02-02,09:22,Male,1985,25,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,107
1609,2010-02-02,11:37,Male,1940,70,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,108
1610,2010-02-03,01:14,Male,1984,26,White,Equipment/Inspection Violation,Equipment,Yes,Inventory,Citation,No,0-15 Min,No,109
1611,2010-02-03,11:54,Male,1987,23,Black,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Inventory",Citation,No,16-30 Min,No,100
1612,2010-02-05,14:17,Male,1986,24,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,101
1613,2010-02-05,22:48,Male,1981,29,White,Speeding,Speeding,Yes,Protective Frisk,Citation,No,0-15 Min,No,102
1614,2010-02-06,03:14,Male,1985,25,White,Other Traffic Violation,Moving violation,Yes,Inventory,Citation,No,0-15 Min,No,103
1615,2010-02-06,09:43,Male,1978,32,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes,104
1616,2010-02-07,01:21,Male,1988,22,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes,105
1617,2010-02-07,16:52,Male,1975,35,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,0-15 Min,No,106
1618,2010-02-08,07:56,Female,1979,31,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,107
1619,2010-02-09,13:36,Male,1982,28,White,Equipment/Inspection Violation,Equipment,Yes,Inventory,Citation,No,16-30 Min,No,108
1620,2010-02-10,01:56,Female,1978,32,White,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,16-30 Min,No,109
1621,2010-02-14,04:32,Male,1986,24,Hispanic,Other Traffic Violation,Moving violation,Yes,Probable Cause,Warning,No,16-30 Min,No,100
1622,2010-02-15,23:18,Female,1988,22,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,No,101
1623,2010-02-16,20:42,Male,1953,57,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,102
1624,2010-02-17,14:20,Male,1983,27,White,Registration Violation,Registration/plates,Yes,Probable Cause,N/D,No,16-30 Min,No,103
1625,2010-02-18,01:02,Male,1986,24,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,104
1626,2010-02-18,01:13,Male,1965,45,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,105
1627,2010-02-18,04:01,Female,1984,26,White,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,106
1628,2010-02-19,22:40,Male,1989,21,White,Speeding,Speeding,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes,107
1629,2010-02-22,11:30,Male,1973,37,White,Equipment/Inspection Violation,Equipment,Yes,Protective Frisk,Citation,No,16-30 Min,No,108
1630,2010-02-23,16:10,Male,1965,45,White,Registration Violation,Registration/plates,Yes,Probable Cause,Citation,No,30+ Min,Yes,109
1631,2010-02-24,21:50,Female,1953,57,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Protective Frisk",Citation,No,16-30 Min,No,100
1632,2010-02-25,13:50,Male,1981,29,Black,Registration Violation,Registration/plates,Yes,Probable Cause,Citation,No,30+ Min,Yes,101
1633,2010-02-27,02:18,Male,1987,23,Hispanic,Speeding,Speeding,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,No,102
1634,2010-02-28,00:15,Male,1971,39,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,103
1635,2010-03-01,18:10,Male,1990,20,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,104
1636,2010-03-02,02:20,Female,1962,48,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,105
1637,2010-03-02,13:36,Male,1966,44,Hispanic,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,16-30 Min,No,106
1638,2010-03-02,15:40,Male,1988,22,Black,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,107
1639,2010-03-03,11:39,Male,1992,18,Black,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,16-30 Min,No,108
1640,2010-03-04,14:25,Male,1990,20,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,109
1641,2010-03-05,00:27,Female,1987,23,White,Registration Violation,Registration/plates,Yes,"Incident to Arrest,Probable Cause",Arrest Driver,Yes,16-30 Min,Yes,100
1642,2010-03-06,10:27,Male,1985,25,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,101
1643,2010-03-08,01:54,Female,1988,22,Black,Equipment/Inspection Violation,Equipment,Yes,Inventory,Arrest Driver,Yes,16-30 Min,No,102
1644,2010-03-08,11:00,Male,1988,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Inventory,Citation,No,16-30 Min,No,103
1645,2010-03-08,23:11,Male,1976,34,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No,104
1646,2010-03-09,15:56,Male,1964,46,White,Other Traffic Violation,Moving violation,Yes,Inventory,Arrest Driver,Yes,16-30 Min,No,105
1647,2010-03-09,18:37,Male,1983,27,White,Other Traffic Violation,Moving violation,Yes,Inventory,Arrest Passenger,Yes,16-30 Min,Yes,106
1648,2010-03-12,21:52,Male,1971,39,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,107
1649,2010-03-14,15:04,Female,1988,22,Black,Registration Violation,Registration/plates,Yes,Incident to Arrest,No Action,No,30+ Min,No,108
1650,2010-03-19,09:07,Female,1986,24,Black,Registration Violation,Registration/plates,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,109
1651,2010-03-20,23:27,Male,1970,40,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,100
1652,2010-03-22,23:30,Male,1990,20,Black,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,No,101
1653,2010-03-24,21:45,Male,1990,20,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,Yes,102
1654,2010-03-24,23:10,Male,1990,20,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,16-30 Min,Yes,103
1655,2010-03-25,01:41,Male,1974,36,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,104
1656,2010-03-25,22:20,Male,1978,32,Black,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Citation,No,30+ Min,No,105
1657,2010-03-27,02:40,Male,1988,22,White,Call for Service,Other,Yes,Probable Cause,Arrest Driver,Yes,30+ Min,No,106
1658,2010-03-27,09:52,Female,1981,29,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,107
1659,2010-03-27,11:04,Male,1982,28,White,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,108
1660,2010-04-01,20:19,Male,1989,21,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,109
1661,2010-04-02,08:04,Male,1988,22,Hispanic,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No,100
1662,2010-04-03,01:37,Male,1991,19,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,Yes,101
1663,2010-04-03,22:55,Male,1959,51,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,102
1664,2010-04-05,01:16,Male,1985,25,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,103
1665,2010-04-06,00:16,Male,1980,30,Black,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,Yes,104
1666,2010-04-08,01:21,Male,1961,49,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,105
1667,2010-04-10,10:12,Male,1987,23,White,Registration Violation,Registration/plates,Yes,Reasonable Suspicion,Warning,No,16-30 Min,No,106
1668,2010-04-10,13:29,Female,1956,54,White,Speeding,Speeding,Yes,Inventory,Citation,No,0-15 Min,No,107
1669,2010-04-10,18:25,Male,1974,36,White,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
1670,2010-04-14,13:42,Female,1983,27,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
1671,2010-04-14,14:34,Male,1963,47,White,Equipment/Inspection Violation,Equipment,Yes,Inventory,Arrest Driver,Yes,16-30 Min,No,100
1672,2010-04-14,15:17,Male,1976,34,Hispanic,Other Traffic Violation,Moving violation,Yes,Inventory,Citation,No,16-30 Min,No,101
1673,2010-04-14,16:57,Male,1982,28,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,No Action,No,0-15 Min,No,102
1674,2010-04-15,00:45,Male,1979,31,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Arrest Driver,Yes,30+ Min,No,103
1675,2010-04-15,20:40,Male,1971,39,Black,Speeding,Speeding,Yes,"Incident to Arrest,Probable Cause",Citation,No,30+ Min,No,104
1676,2010-04-16,10:25,Male,1963,47,Black,Equipment/Inspection Violation,Equipment,Yes,Inventory,Citation,No,0-15 Min,No,105
1677,2010-04-17,10:30,Male,1988,22,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes,106
1678,2010-04-18,14:53,Male,1981,29,White,Registration Violation,Registration/plates,Yes,"Inventory,Reasonable Suspicion",Citation,No,0-15 Min,No,107
1679,2010-04-20,10:07,Male,1988,22,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,108
1680,2010-04-21,01:07,Male,1989,21,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,30+ Min,Yes,109
1681,2010-04-21,02:00,Male,1991,19,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,100
1682,2010-04-21,10:58,Male,1987,23,White,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,N/D,No,16-30 Min,No,101
1683,2010-04-22,10:31,Female,1973,37,Black,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,102
1684,2010-04-23,21:35,Male,1985,25,White,Violation of City/Town Ordinance,Other,Yes,Probable Cause,Citation,No,16-30 Min,No,103
1685,2010-04-24,23:32,Male,1953,57,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,104
1686,2010-04-26,09:54,Male,1967,43,White,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Probable Cause",Arrest Passenger,Yes,30+ Min,No,105
1687,2010-04-26,13:46,Male,1988,22,Black,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,106
1688,2010-04-29,09:45,Male,1974,36,Black,Other Traffic Violation,Moving violation,Yes,Protective Frisk,Warning,No,0-15 Min,No,107
1689,2010-04-29,20:50,Male,1983,27,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,108
1690,2010-04-30,10:33,Female,1980,30,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,109
1691,2010-05-03,13:05,Male,1950,60,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,100
1692,2010-05-06,23:42,Female,1990,20,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,101
1693,2010-05-07,01:03,Male,1986,24,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,102
1694,2010-05-08,23:31,Male,1983,27,White,Call for Service,Other,Yes,"Inventory,Probable Cause",Arrest Driver,Yes,16-30 Min,No,103
1695,2010-05-10,09:53,Male,1989,21,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,No,104
1696,2010-05-11,14:20,Male,1985,25,White,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,105
1697,2010-05-12,02:16,Male,1965,45,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
1698,2010-05-16,13:54,Male,1989,21,White,Speeding,Speeding,Yes,Protective Frisk,Citation,No,16-30 Min,Yes,107
1699,2010-05-19,10:49,Female,1982,28,Black,Registration Violation,Registration/plates,Yes,Inventory,Citation,No,16-30 Min,No,108
1700,2010-05-21,00:38,Male,1972,38,Black,Other Traffic Violation,Moving violation,Yes,Protective Frisk,N/D,No,0-15 Min,No,109
1701,2010-05-21,11:49,Male,1982,28,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,100
1702,2010-05-23,13:04,Female,1978,32,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,0-15 Min,No,101
1703,2010-05-23,16:11,Male,1985,25,White,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,0-15 Min,Yes,102
1704,2010-05-28,02:19,Male,1965,45,White,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,103
1705,2010-05-28,13:25,Female,1988,22,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,30+ Min,No,104
1706,2010-05-28,20:12,Male,1987,23,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,105
1707,2010-05-29,23:42,Male,1979,31,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Citation,No,0-15 Min,Yes,106
1708,2010-05-30,03:44,Female,1985,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,107
1709,2010-05-30,06:45,Male,1979,31,Hispanic,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,108
1710,2010-06-01,23:12,Male,1959,51,Black,Other Traffic Violation,Moving violation,Yes,"Probable Cause,Protective Frisk",Citation,No,30+ Min,Yes,109
1711,2010-06-02,01:08,Male,1977,33,Asian,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,30+ Min,No,100
1712,2010-06-02,02:11,Male,1985,25,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,101
1713,2010-06-02,17:30,Male,1976,34,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,102
1714,2010-06-06,00:19,Male,1981,29,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,103
1715,2010-06-10,23:20,Male,1985,25,Hispanic,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,Yes,104
1716,2010-06-11,02:24,Male,1978,32,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes,105
1717,2010-06-11,11:22,Male,1988,22,Black,Other Traffic Violation,Moving violation,Yes,Inventory,Citation,No,16-30 Min,No,106
1718,2010-06-11,23:28,Male,1991,19,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,16-30 Min,Yes,107
1719,2010-06-13,12:41,Female,1987,23,White,Suspicious Person,Other,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,108
1720,2010-06-15,08:30,Male,1962,48,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,109
1721,2010-06-15,13:11,Male,1986,24,White,Warrant,Other,Yes,Incident to Arrest,No Action,No,30+ Min,No,100
1722,2010-06-16,00:03,Male,1974,36,White,Other Traffic Violation,Moving violation,Yes,"Incident to Arrest,Probable Cause",Citation,No,30+ Min,No,101
1723,2010-06-16,17:48,Male,1958,52,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,102
1724,2010-06-17,00:46,Male,1987,23,Black,Call for Service,Other,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,103
1725,2010-06-17,17:11,Male,1958,52,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,104
1726,2010-06-19,19:10,Male,1990,20,White,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,105
1727,2010-06-20,21:37,Male,1966,44,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,106
1728,2010-06-22,22:32,Male,1988,22,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,0-15 Min,Yes,107
1729,2010-06-24,10:26,Male,1962,48,Black,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,108
1730,2010-06-25,21:36,Female,1983,27,White,Speeding,Speeding,Yes,"Probable Cause,Reasonable Suspicion",Citation,No,16-30 Min,Yes,109
1731,2010-06-26,14:21,Male,1988,22,Asian,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No,100
1732,2010-06-27,14:08,Male,1988,22,Hispanic,Registration Violation,Registration/plates,Yes,Incident to Arrest,Citation,No,0-15 Min,No,101
1733,2010-06-27,22:24,Male,1961,49,White,Speeding,Speeding,Yes,Reasonable Suspicion,Warning,No,16-30 Min,No,102
1734,2010-06-28,08:00,Male,1966,44,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,103
1735,2010-06-29,22:18,Male,1966,44,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,30+ Min,No,104
1736,2010-07-01,01:21,Male,1982,28,Black,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,105
1737,2010-07-01,17:15,Male,1961,49,White,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,30+ Min,No,106
1738,2010-07-05,22:25,Male,1979,31,White,Equipment/Inspection Violation,Equipment,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,107
1739,2010-07-05,23:43,Male,1989,21,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,0-15 Min,No,108
1740,2010-07-05,23:59,Male,1983,27,Asian,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Probable Cause",Citation,No,16-30 Min,Yes,109
1741,2010-07-06,00:22,Male,1988,22,Hispanic,Other Traffic Violation,Moving violation,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,100
1742,2010-07-07,12:21,Male,1982,28,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No,101
1743,2010-07-07,22:32,Male,1990,20,White,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,Yes,102
1744,2010-07-09,20:17,Male,1987,23,Black,Speeding,Speeding,Yes,Incident to Arrest,Arrest Driver,Yes,30+ Min,No,103
1745,2010-07-10,10:15,Male,1988,22,Hispanic,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,16-30 Min,No,104
1746,2010-07-11,00:45,Male,1951,59,Black,Registration Violation,Registration/plates,Yes,Reasonable Suspicion,Citation,No,0-15 Min,No,105
1747,2010-07-11,15:48,Male,1988,22,Black,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,0-15 Min,No,106
1748,2010-07-16,12:40,Male,1983,27,White,Speeding,Speeding,Yes,Protective Frisk,Citation,No,0-15 Min,No,107
1749,2010-07-17,03:18,Male,1983,27,White,Speeding,Speeding,Yes,Probable Cause,Citation,No,16-30 Min,No,108
1750,2010-07-18,00:20,Male,1990,20,White,Speeding,Speeding,Yes,Inventory,Arrest Driver,Yes,0-15 Min,No,109
1751,2010-07-19,18:17,Male,1980,30,Asian,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,Yes,100
1752,2010-07-20,00:01,Male,1985,25,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,101
1753,2010-07-21,09:31,Male,1976,34,Hispanic,Equipment/Inspection Violation,Equipment,Yes,Incident to Arrest,Citation,No,16-30 Min,No,102
1754,2010-07-22,06:58,Male,1967,43,Black,Registration Violation,Registration/plates,Yes,Incident to Arrest,No Action,No,0-15 Min,No,103
1755,2010-07-22,15:03,Male,1989,21,White,Other Traffic Violation,Moving violation,Yes,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes,104
1756,2010-07-24,01:05,Male,1960,50,White,Equipment/Inspection Violation,Equipment,Yes,"Incident to Arrest,Reasonable Suspicion",Citation,No,0-15 Min,No,105
1757,2010-07-25,07:45,Male,1979,31,Hispanic,Other Traffic Violation,Moving violation,Yes,Incident to Arrest,Citation,No,16-30 Min,No,106
1758,2010-07-25,18:42,Male,1991,19,White,Equipment/Inspection Violation,Equipment,Yes,Probable Cause,Citation,No,16-30 Min,Yes,107
1759,2010-07-28,00:00,Female,1986,24,White,Speeding,Speeding,Yes,Reasonable Suspicion,Warning,No,16-30 Min,No,108
1760,2010-07-28,02:25,Male,1983,27,Black,Speeding,Speeding,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,109
1761,2010-07-30,01:30,Male,1989,21,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,100
1762,2010-07-30,09:20,Female,1986,24,White,Other Traffic Violation,Moving violation,Yes,Reasonable Suspicion,Citation,No,16-30 Min,No,101
1763,2010-08-01,00:37,Male,1966,44,White,Speeding,Speeding,Yes,Incident to Arrest,Citation,No,30+ Min,No,102
1764,2010-08-01,01:25,Male,1975,35,White,Other Traffic Violation,Moving violation,Yes,Inventory,Arrest Driver,Yes,16-30 Min,No,103
